,countyServed,analyteCode,year,mean_unit,waterSource,mean_value,max_value,populationServed,fips
0,Aitkin,Arsenic,1998,ug/L,Groundwater,2.75,2.833333333,887.3333333,27001
1,Aitkin,Arsenic,1999,ug/L,Groundwater,2.8175,2.88,707.25,27001
2,Aitkin,Arsenic,2001,ug/L,Groundwater,2.8175,2.88,707.25,27001
3,Aitkin,Arsenic,2002,ug/L,Groundwater,2.71,2.7325,707.25,27001
4,Aitkin,Arsenic,2003,ug/L,Groundwater,2.71,2.7325,707.25,27001
5,Aitkin,Arsenic,2004,ug/L,Groundwater,3.067777778,3.087777778,672.4444444,27001
6,Aitkin,Arsenic,2005,ug/L,Groundwater,3.07,3.088,644.6,27001
7,Aitkin,Arsenic,2007,ug/L,Groundwater,3.07,3.088,644.6,27001
8,Aitkin,Arsenic,2008,ug/L,Groundwater,3.134,3.152,644.6,27001
9,Aitkin,Arsenic,2009,ug/L,Groundwater,3.134,3.152,644.6,27001
10,Aitkin,Arsenic,2010,ug/L,Groundwater,3.25,3.276,644.6,27001
11,Aitkin,Arsenic,2011,ug/L,Groundwater,3.25,3.276,644.6,27001
12,Aitkin,Arsenic,2013,ug/L,Groundwater,3.04,3.066,644.6,27001
13,Aitkin,Arsenic,2014,ug/L,Groundwater,2.99,3.016,644.6,27001
14,Aitkin,Arsenic,2015,ug/L,Groundwater,3.498333333,3.598333333,541.3333333,27001
15,Aitkin,Arsenic,2016,ug/L,Groundwater,3.373333333,3.516666667,541.3333333,27001
16,Aitkin,Arsenic,2017,ug/L,Groundwater,3.373333333,3.516666667,571.6666667,27001
17,Aitkin,HAA5,2004,ug/L,Groundwater,12.14,12.14,398.8,27001
18,Aitkin,HAA5,2005,ug/L,Groundwater,4.316666667,4.316666667,398,27001
19,Aitkin,HAA5,2007,ug/L,Groundwater,9.1,9.1,398,27001
20,Aitkin,HAA5,2008,ug/L,Groundwater,9.1,9.1,398,27001
21,Aitkin,HAA5,2009,ug/L,Groundwater,9.983333333,9.983333333,398,27001
22,Aitkin,HAA5,2010,ug/L,Groundwater,7.1,7.1,794.5,27001
23,Aitkin,HAA5,2011,ug/L,Groundwater,5.825,5.825,794.5,27001
24,Aitkin,HAA5,2013,ug/L,Groundwater,3.625,3.625,794.5,27001
25,Aitkin,HAA5,2014,ug/L,Groundwater,4.075,4.075,794.5,27001
26,Aitkin,HAA5,2015,ug/L,Groundwater,3.625,3.625,794.5,27001
27,Aitkin,HAA5,2016,ug/L,Groundwater,2.475,2.475,840,27001
28,Aitkin,HAA5,2017,ug/L,Groundwater,2.275,2.275,840,27001
29,Aitkin,Nitrate,1998,mg/L,Groundwater,0.03,0.03,570.8,27001
30,Aitkin,Nitrate,1999,mg/L,Groundwater,0.036,0.042,570.8,27001
31,Aitkin,Nitrate,2001,mg/L,Groundwater,0.03,0.03,570.8,27001
32,Aitkin,Nitrate,2002,mg/L,Groundwater,0.03,0.03,570.8,27001
33,Aitkin,Nitrate,2003,mg/L,Groundwater,0.03,0.03,570.8,27001
34,Aitkin,Nitrate,2004,mg/L,Groundwater,0.03,0.03,541.3333333,27001
35,Aitkin,Nitrate,2005,mg/L,Groundwater,0.03,0.03,541.3333333,27001
36,Aitkin,Nitrate,2007,mg/L,Groundwater,0.03,0.03,541.3333333,27001
37,Aitkin,Nitrate,2008,mg/L,Groundwater,0.03,0.03,541.3333333,27001
38,Aitkin,Nitrate,2009,mg/L,Groundwater,0.03,0.03,541.3333333,27001
39,Aitkin,Nitrate,2010,mg/L,Groundwater,0.03,0.03,541.3333333,27001
40,Aitkin,Nitrate,2011,mg/L,Groundwater,0.03,0.03,541.3333333,27001
41,Aitkin,Nitrate,2013,mg/L,Groundwater,0.03,0.03,541.3333333,27001
42,Aitkin,Nitrate,2014,mg/L,Groundwater,0.03,0.03,541.3333333,27001
43,Aitkin,Nitrate,2015,mg/L,Groundwater,0.03,0.03,541.3333333,27001
44,Aitkin,Nitrate,2016,mg/L,Groundwater,0.025,0.025,541.3333333,27001
45,Aitkin,Nitrate,2017,mg/L,Groundwater,0.025,0.025,571.6666667,27001
46,Aitkin,PCE,1999,ug/L,Groundwater,0.275,0.65,719.25,27001
47,Aitkin,PCE,2000,ug/L,Groundwater,0.2,0.2,609,27001
48,Aitkin,PCE,2001,ug/L,Groundwater,0.2,0.2,609,27001
49,Aitkin,PCE,2002,ug/L,Groundwater,1.26,3.36,609,27001
50,Aitkin,PCE,2003,ug/L,Groundwater,0.2,0.2,609,27001
51,Aitkin,PCE,2004,ug/L,Groundwater,0.2,0.2,609,27001
52,Aitkin,PCE,2005,ug/L,Groundwater,0.2,0.2,681,27001
53,Aitkin,PCE,2006,ug/L,Groundwater,0.2,0.2,681,27001
54,Aitkin,PCE,2007,ug/L,Groundwater,0.2,0.2,681,27001
55,Aitkin,PCE,2008,ug/L,Groundwater,0.2,0.2,681,27001
56,Aitkin,PCE,2009,ug/L,Groundwater,0.2,0.2,681,27001
57,Aitkin,PCE,2010,ug/L,Groundwater,0.2,0.2,681,27001
58,Aitkin,PCE,2011,ug/L,Groundwater,0.2,0.2,681,27001
59,Aitkin,PCE,2012,ug/L,Groundwater,0.2,0.2,681,27001
60,Aitkin,PCE,2013,ug/L,Groundwater,0.2,0.2,681,27001
61,Aitkin,PCE,2014,ug/L,Groundwater,0.2,0.2,681,27001
62,Aitkin,PCE,2015,ug/L,Groundwater,0.2,0.2,571.6666667,27001
63,Aitkin,PCE,2016,ug/L,Groundwater,0.416666667,0.45,571.6666667,27001
64,Aitkin,PCE,2017,ug/L,Groundwater,0.35,0.35,571.6666667,27001
65,Aitkin,Radium,2002,pCi/L,Groundwater,0.8,0.8,887.3333333,27001
66,Aitkin,Radium,2003,pCi/L,Groundwater,0.8,0.8,887.3333333,27001
67,Aitkin,Radium,2004,pCi/L,Groundwater,0.757142857,0.757142857,816.8571429,27001
68,Aitkin,Radium,2005,pCi/L,Groundwater,0.725,0.725,764,27001
69,Aitkin,Radium,2007,pCi/L,Groundwater,0.725,0.725,764,27001
70,Aitkin,Radium,2008,pCi/L,Groundwater,0.875,0.875,764,27001
71,Aitkin,Radium,2009,pCi/L,Groundwater,0.875,0.875,764,27001
72,Aitkin,Radium,2010,pCi/L,Groundwater,0.625,0.625,764,27001
73,Aitkin,Radium,2011,pCi/L,Groundwater,0.8,0.8,764,27001
74,Aitkin,Radium,2013,pCi/L,Groundwater,0.75,0.75,644.6,27001
75,Aitkin,Radium,2014,pCi/L,Groundwater,0.75,0.75,644.6,27001
76,Aitkin,Radium,2015,pCi/L,Groundwater,0.75,0.75,644.6,27001
77,Aitkin,Radium,2016,pCi/L,Groundwater,0.708333333,0.708333333,541.3333333,27001
78,Aitkin,Radium,2017,pCi/L,Groundwater,0.708333333,0.708333333,571.6666667,27001
79,Aitkin,TCE,1999,ug/L,Groundwater,0.1,0.1,719.25,27001
80,Aitkin,TCE,2000,ug/L,Groundwater,0.1,0.1,609,27001
81,Aitkin,TCE,2001,ug/L,Groundwater,0.1,0.1,609,27001
82,Aitkin,TCE,2002,ug/L,Groundwater,0.134,0.2,609,27001
83,Aitkin,TCE,2003,ug/L,Groundwater,0.1,0.1,609,27001
84,Aitkin,TCE,2004,ug/L,Groundwater,0.1,0.1,609,27001
85,Aitkin,TCE,2005,ug/L,Groundwater,0.1,0.1,681,27001
86,Aitkin,TCE,2006,ug/L,Groundwater,0.1,0.1,681,27001
87,Aitkin,TCE,2007,ug/L,Groundwater,0.1,0.1,681,27001
88,Aitkin,TCE,2008,ug/L,Groundwater,0.1,0.1,681,27001
89,Aitkin,TCE,2009,ug/L,Groundwater,0.1,0.1,681,27001
90,Aitkin,TCE,2010,ug/L,Groundwater,0.1,0.1,681,27001
91,Aitkin,TCE,2011,ug/L,Groundwater,0.1,0.1,681,27001
92,Aitkin,TCE,2012,ug/L,Groundwater,0.1,0.1,681,27001
93,Aitkin,TCE,2013,ug/L,Groundwater,0.1,0.1,681,27001
94,Aitkin,TCE,2014,ug/L,Groundwater,0.1,0.1,681,27001
95,Aitkin,TCE,2015,ug/L,Groundwater,0.1,0.1,571.6666667,27001
96,Aitkin,TCE,2016,ug/L,Groundwater,0.171666667,0.183333333,571.6666667,27001
97,Aitkin,TCE,2017,ug/L,Groundwater,0.15,0.15,571.6666667,27001
98,Aitkin,TTHM,2004,ug/L,Groundwater,15.96,15.96,398.8,27001
99,Aitkin,TTHM,2005,ug/L,Groundwater,7.233333333,7.233333333,398,27001
100,Aitkin,TTHM,2007,ug/L,Groundwater,13.13333333,13.13333333,398,27001
101,Aitkin,TTHM,2008,ug/L,Groundwater,13.13333333,13.13333333,398,27001
102,Aitkin,TTHM,2009,ug/L,Groundwater,17.46666667,17.46666667,398,27001
103,Aitkin,TTHM,2010,ug/L,Groundwater,12.925,12.925,794.5,27001
104,Aitkin,TTHM,2011,ug/L,Groundwater,8.825,8.825,794.5,27001
105,Aitkin,TTHM,2013,ug/L,Groundwater,9.9,9.925,794.5,27001
106,Aitkin,TTHM,2014,ug/L,Groundwater,10.25,10.25,794.5,27001
107,Aitkin,TTHM,2015,ug/L,Groundwater,9.5625,9.5625,794.5,27001
108,Aitkin,TTHM,2016,ug/L,Groundwater,17.8,17.8,794.5,27001
109,Aitkin,TTHM,2017,ug/L,Groundwater,14.975,14.975,840,27001
110,Anoka,Arsenic,1998,ug/L,Groundwater,1.785,3.578571429,15889,27003
111,Anoka,Arsenic,1999,ug/L,Groundwater,1.453043478,2.80826087,10385.30435,27003
112,Anoka,Arsenic,1999,ug/L,Purchased Groundwater,1.2,1.2,516,27003
113,Anoka,Arsenic,2001,ug/L,Groundwater,1.366521739,2.35173913,10385.30435,27003
114,Anoka,Arsenic,2001,ug/L,Purchased Groundwater,1.2,1.2,516,27003
115,Anoka,Arsenic,2002,ug/L,Groundwater,1.363913043,1.880434783,10385.30435,27003
116,Anoka,Arsenic,2002,ug/L,Purchased Groundwater,0.85,1.19,516,27003
117,Anoka,Arsenic,2003,ug/L,Groundwater,1.494782609,2.561304348,10385.30435,27003
118,Anoka,Arsenic,2003,ug/L,Purchased Groundwater,0.85,1.19,516,27003
119,Anoka,Arsenic,2004,ug/L,Groundwater,1.633461538,2.724230769,9196.403846,27003
120,Anoka,Arsenic,2004,ug/L,Purchased Groundwater,0.85,1.19,516,27003
121,Anoka,Arsenic,2005,ug/L,Groundwater,1.896785714,3.073928571,8546.142857,27003
122,Anoka,Arsenic,2005,ug/L,Purchased Groundwater,0.85,1.19,516,27003
123,Anoka,Arsenic,2007,ug/L,Groundwater,1.922857143,2.904642857,8546.142857,27003
124,Anoka,Arsenic,2007,ug/L,Purchased Groundwater,1.14,1.14,516,27003
125,Anoka,Arsenic,2008,ug/L,Groundwater,2.211071429,2.523928571,8546.142857,27003
126,Anoka,Arsenic,2008,ug/L,Purchased Groundwater,1.14,1.14,516,27003
127,Anoka,Arsenic,2008,ug/L,Purchased Surface Water,0.5,0.5,10088,27003
128,Anoka,Arsenic,2009,ug/L,Groundwater,2.017142857,2.604285714,8546.142857,27003
129,Anoka,Arsenic,2009,ug/L,Purchased Groundwater,1.14,1.14,516,27003
130,Anoka,Arsenic,2009,ug/L,Purchased Surface Water,0.5,0.5,10088,27003
131,Anoka,Arsenic,2010,ug/L,Groundwater,2.037142857,2.435,8546.142857,27003
132,Anoka,Arsenic,2010,ug/L,Purchased Groundwater,1.14,1.14,516,27003
133,Anoka,Arsenic,2010,ug/L,Purchased Surface Water,0.5,0.5,10088,27003
134,Anoka,Arsenic,2011,ug/L,Groundwater,2.13,2.9725,8546.142857,27003
135,Anoka,Arsenic,2011,ug/L,Purchased Groundwater,1.14,1.14,516,27003
136,Anoka,Arsenic,2011,ug/L,Purchased Surface Water,0.5,0.5,10088,27003
137,Anoka,Arsenic,2013,ug/L,Groundwater,1.568571429,2.161785714,8546.142857,27003
138,Anoka,Arsenic,2013,ug/L,Purchased Groundwater,1.14,1.14,516,27003
139,Anoka,Arsenic,2013,ug/L,Purchased Surface Water,0.5,0.5,10088,27003
140,Anoka,Arsenic,2014,ug/L,Groundwater,1.577142857,2.173571429,8546.142857,27003
141,Anoka,Arsenic,2014,ug/L,Purchased Groundwater,1.14,1.14,516,27003
142,Anoka,Arsenic,2014,ug/L,Purchased Surface Water,0.5,0.5,10088,27003
143,Anoka,Arsenic,2015,ug/L,Groundwater,1.789285714,2.425714286,8546.142857,27003
144,Anoka,Arsenic,2015,ug/L,Purchased Groundwater,1.14,1.14,516,27003
145,Anoka,Arsenic,2015,ug/L,Purchased Surface Water,0.5,0.5,10088,27003
146,Anoka,Arsenic,2016,ug/L,Groundwater,1.854464286,2.423571429,8546.142857,27003
147,Anoka,Arsenic,2016,ug/L,Purchased Groundwater,1.14,1.14,516,27003
148,Anoka,Arsenic,2016,ug/L,Purchased Surface Water,0.5,0.5,10088,27003
149,Anoka,Arsenic,2017,ug/L,Groundwater,1.813928571,2.114285714,8691.678571,27003
150,Anoka,Arsenic,2017,ug/L,Purchased Groundwater,1.14,1.14,516,27003
151,Anoka,Arsenic,2017,ug/L,Purchased Surface Water,0.5,0.5,10138,27003
152,Anoka,HAA5,2003,ug/L,Groundwater,3.069333333,4.29,15662.4,27003
153,Anoka,HAA5,2003,ug/L,Purchased Groundwater,2.1,2.1,516,27003
154,Anoka,HAA5,2003,ug/L,Purchased Surface Water,15.415,29.55,10088,27003
155,Anoka,HAA5,2004,ug/L,Groundwater,3.0835,3.54125,11912.15,27003
156,Anoka,HAA5,2004,ug/L,Purchased Groundwater,0.75,0.75,516,27003
157,Anoka,HAA5,2004,ug/L,Purchased Surface Water,14.0275,22.725,10088,27003
158,Anoka,HAA5,2005,ug/L,Groundwater,3.019047619,3.019047619,11348.33333,27003
159,Anoka,HAA5,2005,ug/L,Purchased Groundwater,0.75,0.75,516,27003
160,Anoka,HAA5,2005,ug/L,Purchased Surface Water,11.31,23.15,10088,27003
161,Anoka,HAA5,2007,ug/L,Groundwater,3.083333333,3.083333333,11348.33333,27003
162,Anoka,HAA5,2007,ug/L,Purchased Groundwater,0.75,0.75,516,27003
163,Anoka,HAA5,2007,ug/L,Purchased Surface Water,16.955,27.85,10088,27003
164,Anoka,HAA5,2008,ug/L,Groundwater,3.738636364,3.738636364,10838.27273,27003
165,Anoka,HAA5,2008,ug/L,Purchased Groundwater,0.75,0.75,516,27003
166,Anoka,HAA5,2008,ug/L,Purchased Surface Water,15.855,31.5,10088,27003
167,Anoka,HAA5,2009,ug/L,Groundwater,3.570454545,3.570454545,10838.27273,27003
168,Anoka,HAA5,2009,ug/L,Purchased Groundwater,1.5,1.5,516,27003
169,Anoka,HAA5,2009,ug/L,Purchased Surface Water,18.82,31.675,10088,27003
170,Anoka,HAA5,2010,ug/L,Groundwater,3.463636364,3.463636364,10838.27273,27003
171,Anoka,HAA5,2010,ug/L,Purchased Groundwater,1.5,1.5,516,27003
172,Anoka,HAA5,2010,ug/L,Purchased Surface Water,21.73,47.6,10088,27003
173,Anoka,HAA5,2011,ug/L,Groundwater,4.811363636,7.1,10838.27273,27003
174,Anoka,HAA5,2011,ug/L,Purchased Groundwater,9.5,9.5,516,27003
175,Anoka,HAA5,2011,ug/L,Purchased Surface Water,28.935,67.35,10088,27003
176,Anoka,HAA5,2013,ug/L,Groundwater,5.269545455,8.309090909,10838.27273,27003
177,Anoka,HAA5,2013,ug/L,Purchased Groundwater,8.7,8.9,516,27003
178,Anoka,HAA5,2013,ug/L,Purchased Surface Water,21.575,46.95,10088,27003
179,Anoka,HAA5,2014,ug/L,Groundwater,6.082272727,7.036363636,10838.27273,27003
180,Anoka,HAA5,2014,ug/L,Purchased Groundwater,10.3,10.3,516,27003
181,Anoka,HAA5,2014,ug/L,Purchased Surface Water,21.29,43.6,10088,27003
182,Anoka,HAA5,2015,ug/L,Groundwater,6.340454545,7.604545455,10838.27273,27003
183,Anoka,HAA5,2015,ug/L,Purchased Groundwater,7.3,7.3,516,27003
184,Anoka,HAA5,2015,ug/L,Purchased Surface Water,15.115,36,10088,27003
185,Anoka,HAA5,2016,ug/L,Groundwater,8.447727273,9.75,11023.68182,27003
186,Anoka,HAA5,2016,ug/L,Purchased Groundwater,8.2,8.2,516,27003
187,Anoka,HAA5,2016,ug/L,Purchased Surface Water,36.8,50.65,10138,27003
188,Anoka,HAA5,2017,ug/L,Groundwater,7.979545455,8.713636364,11023.68182,27003
189,Anoka,HAA5,2017,ug/L,Purchased Groundwater,3.5,3.5,516,27003
190,Anoka,HAA5,2017,ug/L,Purchased Surface Water,17.25,36.5,10138,27003
191,Anoka,Nitrate,1998,mg/L,Groundwater,0.100833333,0.138333333,9956.75,27003
192,Anoka,Nitrate,1998,mg/L,Purchased Groundwater,0.03,0.03,516,27003
193,Anoka,Nitrate,1998,mg/L,Purchased Surface Water,0.18,0.18,10088,27003
194,Anoka,Nitrate,1999,mg/L,Groundwater,0.115416667,0.153333333,9956.75,27003
195,Anoka,Nitrate,1999,mg/L,Purchased Groundwater,0.03,0.03,516,27003
196,Anoka,Nitrate,1999,mg/L,Purchased Surface Water,0.03,0.03,10088,27003
197,Anoka,Nitrate,2001,mg/L,Groundwater,0.06875,0.103333333,9956.75,27003
198,Anoka,Nitrate,2001,mg/L,Purchased Groundwater,0.03,0.03,516,27003
199,Anoka,Nitrate,2001,mg/L,Purchased Surface Water,1.4,1.4,10088,27003
200,Anoka,Nitrate,2002,mg/L,Groundwater,0.076666667,0.092083333,9956.75,27003
201,Anoka,Nitrate,2002,mg/L,Purchased Groundwater,0.08,0.13,516,27003
202,Anoka,Nitrate,2002,mg/L,Purchased Surface Water,0.38,0.38,10088,27003
203,Anoka,Nitrate,2003,mg/L,Groundwater,0.0425,0.06,9956.75,27003
204,Anoka,Nitrate,2003,mg/L,Purchased Groundwater,0.03,0.03,516,27003
205,Anoka,Nitrate,2003,mg/L,Purchased Surface Water,0.77,0.77,10088,27003
206,Anoka,Nitrate,2004,mg/L,Groundwater,0.057358491,0.072641509,9024.773585,27003
207,Anoka,Nitrate,2004,mg/L,Purchased Groundwater,0.03,0.03,516,27003
208,Anoka,Nitrate,2004,mg/L,Purchased Surface Water,0.2,0.2,10088,27003
209,Anoka,Nitrate,2005,mg/L,Groundwater,0.053928571,0.069642857,8546.142857,27003
210,Anoka,Nitrate,2005,mg/L,Purchased Groundwater,0.03,0.03,516,27003
211,Anoka,Nitrate,2005,mg/L,Purchased Surface Water,0.84,0.84,10088,27003
212,Anoka,Nitrate,2007,mg/L,Groundwater,0.063928571,0.083928571,8546.142857,27003
213,Anoka,Nitrate,2007,mg/L,Purchased Groundwater,0.03,0.03,516,27003
214,Anoka,Nitrate,2007,mg/L,Purchased Surface Water,0.38,0.38,10088,27003
215,Anoka,Nitrate,2008,mg/L,Groundwater,0.056785714,0.074285714,8546.142857,27003
216,Anoka,Nitrate,2008,mg/L,Purchased Groundwater,0.03,0.03,516,27003
217,Anoka,Nitrate,2008,mg/L,Purchased Surface Water,0.22,0.22,10088,27003
218,Anoka,Nitrate,2009,mg/L,Groundwater,0.069821429,0.086428571,8546.142857,27003
219,Anoka,Nitrate,2009,mg/L,Purchased Groundwater,0.485,0.485,516,27003
220,Anoka,Nitrate,2009,mg/L,Purchased Surface Water,0.195,0.195,10088,27003
221,Anoka,Nitrate,2010,mg/L,Groundwater,0.075357143,0.093214286,8546.142857,27003
222,Anoka,Nitrate,2010,mg/L,Purchased Groundwater,0.74,0.74,516,27003
223,Anoka,Nitrate,2010,mg/L,Purchased Surface Water,0.7,0.7,10088,27003
224,Anoka,Nitrate,2011,mg/L,Groundwater,0.088928571,0.12,8546.142857,27003
225,Anoka,Nitrate,2011,mg/L,Purchased Groundwater,0.67,0.67,516,27003
226,Anoka,Nitrate,2011,mg/L,Purchased Surface Water,0.2,0.2,10088,27003
227,Anoka,Nitrate,2013,mg/L,Groundwater,0.088214286,0.122857143,8546.142857,27003
228,Anoka,Nitrate,2013,mg/L,Purchased Groundwater,0.74,0.74,516,27003
229,Anoka,Nitrate,2013,mg/L,Purchased Surface Water,0.26,0.26,10088,27003
230,Anoka,Nitrate,2014,mg/L,Groundwater,0.081428571,0.110714286,8546.142857,27003
231,Anoka,Nitrate,2014,mg/L,Purchased Groundwater,0.73,0.73,516,27003
232,Anoka,Nitrate,2014,mg/L,Purchased Surface Water,0.19,0.19,10088,27003
233,Anoka,Nitrate,2015,mg/L,Groundwater,0.076071429,0.095357143,8546.142857,27003
234,Anoka,Nitrate,2015,mg/L,Purchased Groundwater,0.76,0.76,516,27003
235,Anoka,Nitrate,2015,mg/L,Purchased Surface Water,0.46,0.46,10088,27003
236,Anoka,Nitrate,2016,mg/L,Groundwater,0.075996429,0.10375,8546.142857,27003
237,Anoka,Nitrate,2016,mg/L,Purchased Groundwater,0.7,0.7,516,27003
238,Anoka,Nitrate,2016,mg/L,Purchased Surface Water,0.52,0.52,10088,27003
239,Anoka,Nitrate,2017,mg/L,Groundwater,0.07425,0.102142857,8691.678571,27003
240,Anoka,Nitrate,2017,mg/L,Purchased Groundwater,0.71,0.71,516,27003
241,Anoka,Nitrate,2017,mg/L,Purchased Surface Water,0.41,0.41,10138,27003
242,Anoka,PCE,1999,ug/L,Groundwater,0.2,0.2,19194.08333,27003
243,Anoka,PCE,2000,ug/L,Groundwater,0.2,0.2,12313.05,27003
244,Anoka,PCE,2001,ug/L,Groundwater,0.2,0.2,12313.05,27003
245,Anoka,PCE,2002,ug/L,Groundwater,0.2,0.2,9981.2,27003
246,Anoka,PCE,2003,ug/L,Groundwater,0.2,0.2,9981.2,27003
247,Anoka,PCE,2004,ug/L,Groundwater,0.2,0.2,9246.555556,27003
248,Anoka,PCE,2005,ug/L,Groundwater,0.2,0.2,8617.344828,27003
249,Anoka,PCE,2006,ug/L,Groundwater,0.2,0.2,8347.3,27003
250,Anoka,PCE,2007,ug/L,Groundwater,0.2,0.2,8630.827586,27003
251,Anoka,PCE,2008,ug/L,Groundwater,0.2,0.2,8630.827586,27003
252,Anoka,PCE,2009,ug/L,Groundwater,0.2,0.2,8630.827586,27003
253,Anoka,PCE,2010,ug/L,Groundwater,0.2,0.2,8935.857143,27003
254,Anoka,PCE,2011,ug/L,Groundwater,0.2,0.2,8935.857143,27003
255,Anoka,PCE,2012,ug/L,Groundwater,0.2,0.2,8935.857143,27003
256,Anoka,PCE,2013,ug/L,Groundwater,0.2,0.2,8935.857143,27003
257,Anoka,PCE,2014,ug/L,Groundwater,0.2,0.2,8935.857143,27003
258,Anoka,PCE,2015,ug/L,Groundwater,0.2,0.2,8935.857143,27003
259,Anoka,PCE,2016,ug/L,Groundwater,0.316071429,0.328571429,8935.857143,27003
260,Anoka,PCE,2017,ug/L,Groundwater,0.242857143,0.242857143,8935.857143,27003
261,Anoka,Radium,1998,pCi/L,Groundwater,2.15,2.7,14925.4,27003
262,Anoka,Radium,1998,pCi/L,Purchased Groundwater,2.65,3.1,516,27003
263,Anoka,Radium,1999,pCi/L,Groundwater,2.292857143,2.685714286,10839.57143,27003
264,Anoka,Radium,1999,pCi/L,Purchased Groundwater,2.65,3.1,516,27003
265,Anoka,Radium,2001,pCi/L,Groundwater,2.292857143,2.685714286,10839.57143,27003
266,Anoka,Radium,2001,pCi/L,Purchased Groundwater,2.65,3.1,516,27003
267,Anoka,Radium,2002,pCi/L,Groundwater,1.694736842,2.034210526,12432.73684,27003
268,Anoka,Radium,2002,pCi/L,Purchased Groundwater,3.9,3.9,516,27003
269,Anoka,Radium,2002,pCi/L,Purchased Surface Water,0.34,0.34,10088,27003
270,Anoka,Radium,2003,pCi/L,Groundwater,1.380952381,1.521428571,11291.04762,27003
271,Anoka,Radium,2003,pCi/L,Purchased Groundwater,3.9,3.9,516,27003
272,Anoka,Radium,2003,pCi/L,Purchased Surface Water,0.34,0.34,10088,27003
273,Anoka,Radium,2004,pCi/L,Groundwater,1.572291667,2.475,9889.854167,27003
274,Anoka,Radium,2004,pCi/L,Purchased Groundwater,3.9,3.9,516,27003
275,Anoka,Radium,2004,pCi/L,Purchased Surface Water,0.34,0.34,10088,27003
276,Anoka,Radium,2005,pCi/L,Groundwater,2.669230769,4.332692308,9136.230769,27003
277,Anoka,Radium,2005,pCi/L,Purchased Groundwater,8.28,17.2,516,27003
278,Anoka,Radium,2005,pCi/L,Purchased Surface Water,0.34,0.34,10088,27003
279,Anoka,Radium,2007,pCi/L,Groundwater,2.491153846,3.536538462,9136.230769,27003
280,Anoka,Radium,2007,pCi/L,Purchased Groundwater,8.28,17.2,516,27003
281,Anoka,Radium,2007,pCi/L,Purchased Surface Water,0.34,0.34,10088,27003
282,Anoka,Radium,2008,pCi/L,Groundwater,2.545384615,3.305769231,9136.230769,27003
283,Anoka,Radium,2008,pCi/L,Purchased Groundwater,1,2,516,27003
284,Anoka,Radium,2008,pCi/L,Purchased Surface Water,0.34,0.34,10088,27003
285,Anoka,Radium,2009,pCi/L,Groundwater,1.689615385,2.4,9136.230769,27003
286,Anoka,Radium,2009,pCi/L,Purchased Groundwater,1.05,1.05,516,27003
287,Anoka,Radium,2009,pCi/L,Purchased Surface Water,0.34,0.34,10088,27003
288,Anoka,Radium,2010,pCi/L,Groundwater,1.569230769,2.094230769,9136.230769,27003
289,Anoka,Radium,2010,pCi/L,Purchased Groundwater,0.5,0.5,516,27003
290,Anoka,Radium,2010,pCi/L,Purchased Surface Water,0.34,0.34,10088,27003
291,Anoka,Radium,2011,pCi/L,Groundwater,1.805,2.551785714,8546.142857,27003
292,Anoka,Radium,2011,pCi/L,Purchased Groundwater,1.3,1.3,516,27003
293,Anoka,Radium,2011,pCi/L,Purchased Surface Water,0.34,0.34,10088,27003
294,Anoka,Radium,2013,pCi/L,Groundwater,1.788571429,2.592857143,8546.142857,27003
295,Anoka,Radium,2013,pCi/L,Purchased Groundwater,1.2,1.2,516,27003
296,Anoka,Radium,2013,pCi/L,Purchased Surface Water,0.34,0.34,10088,27003
297,Anoka,Radium,2014,pCi/L,Groundwater,1.428571429,2.510714286,8546.142857,27003
298,Anoka,Radium,2014,pCi/L,Purchased Groundwater,0.5,0.5,516,27003
299,Anoka,Radium,2014,pCi/L,Purchased Surface Water,0.34,0.34,10088,27003
300,Anoka,Radium,2015,pCi/L,Groundwater,1.560714286,2.382142857,8546.142857,27003
301,Anoka,Radium,2015,pCi/L,Purchased Groundwater,0.5,0.5,516,27003
302,Anoka,Radium,2015,pCi/L,Purchased Surface Water,0.5,0.5,10088,27003
303,Anoka,Radium,2016,pCi/L,Groundwater,1.563928571,2.192857143,8546.142857,27003
304,Anoka,Radium,2016,pCi/L,Purchased Groundwater,0.5,0.5,516,27003
305,Anoka,Radium,2016,pCi/L,Purchased Surface Water,0.5,0.5,10088,27003
306,Anoka,Radium,2017,pCi/L,Groundwater,1.583571429,2.25,8691.678571,27003
307,Anoka,Radium,2017,pCi/L,Purchased Groundwater,1.3,1.3,516,27003
308,Anoka,Radium,2017,pCi/L,Purchased Surface Water,0.5,0.5,10138,27003
309,Anoka,TCE,1999,ug/L,Groundwater,0.1,0.1,19194.08333,27003
310,Anoka,TCE,2000,ug/L,Groundwater,0.1,0.1,12313.05,27003
311,Anoka,TCE,2001,ug/L,Groundwater,0.1,0.1,12313.05,27003
312,Anoka,TCE,2002,ug/L,Groundwater,0.1,0.1,9981.2,27003
313,Anoka,TCE,2003,ug/L,Groundwater,0.1,0.1,9981.2,27003
314,Anoka,TCE,2004,ug/L,Groundwater,0.116666667,0.12962963,9246.555556,27003
315,Anoka,TCE,2005,ug/L,Groundwater,0.101724138,0.103448276,8617.344828,27003
316,Anoka,TCE,2006,ug/L,Groundwater,0.106666667,0.113333333,8347.3,27003
317,Anoka,TCE,2007,ug/L,Groundwater,0.1,0.1,8630.827586,27003
